                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                  0.224,                 1.2263,                0.93596,                0.19299,                   0.75,                 0.5467,                0.34863,                 1.7532,                 1.5863,                 1.9125,              0.0011799,              0.0011799,              0.0011799
                     19,                0.21057,                 1.2369,                0.94883,                0.47152,                   0.75,                0.46327,                0.27395,                0.98463,                 1.8149,                 1.0186,              0.0011757,              0.0011757,              0.0011757
                     20,                0.20163,                 1.2012,                0.94908,                0.50687,                   0.75,                  0.512,                  0.512,                0.19563,                 1.4217,                0.30598,              0.0011716,              0.0011716,              0.0011716
                     21,                0.20081,                 1.2892,                0.94661,                0.52684,                   0.75,                0.52055,                0.52055,                0.22586,                 1.5605,                0.35234,              0.0011675,              0.0011675,              0.0011675
                     22,                0.20066,                 1.2297,                 0.9321,                0.50045,                  0.625,                0.52229,                0.50941,                0.29466,                 1.4773,                0.39982,              0.0011634,              0.0011634,              0.0011634
                     23,                0.17483,                 1.1992,                0.92754,                0.23338,                      1,                0.36706,                0.36706,                0.13185,                  1.295,                0.21714,              0.0011593,              0.0011593,              0.0011593
                     24,                0.17548,                 1.1893,                0.92762,                0.23142,                      1,                 0.4416,                 0.4416,                0.13914,                 1.2752,                0.22019,              0.0011551,              0.0011551,              0.0011551
                     25,                0.19361,                 1.1965,                0.93304,                0.46352,                   0.75,                 0.4521,                 0.4521,                0.26554,                 1.3077,                 0.3852,               0.001151,               0.001151,               0.001151
                     26,                0.21562,                 1.1989,                0.93681,                0.45845,                   0.75,                0.39599,                0.39599,                0.24048,                 1.2877,                0.36066,              0.0011469,              0.0011469,              0.0011469
                     27,                0.18979,                 1.2215,                0.95096,                0.20831,                   0.75,                0.36712,                0.36712,                0.19316,                 1.2484,                0.31416,              0.0011428,              0.0011428,              0.0011428
                     28,                0.18343,                 1.1872,                0.94019,                0.46596,                   0.75,                 0.3834,                 0.3834,                0.16587,                 1.2693,                0.27546,              0.0011386,              0.0011386,              0.0011386
                     29,                0.18326,                 1.1569,                0.93783,                 0.4688,                   0.75,                0.50735,                0.50735,                0.18805,                 1.2686,                0.30478,              0.0011345,              0.0011345,              0.0011345
                     30,                0.18568,                 1.1528,                0.93759,                0.23354,                      1,                0.48652,                0.48652,                0.22616,                 1.2616,                0.36752,              0.0011304,              0.0011304,              0.0011304
                     31,                0.17884,                 1.1567,                0.93155,                0.24475,                      1,                0.42079,                0.42079,                0.30029,                 1.3357,                0.46979,              0.0011263,              0.0011263,              0.0011263
                     32,                0.17299,                 1.1631,                 0.9187,                0.23147,                      1,                0.51113,                0.51113,                0.28066,                 1.4207,                0.44088,              0.0011221,              0.0011221,              0.0011221
                     33,                0.16313,                 1.1324,                 0.9453,                0.17523,                   0.75,                0.32567,                0.32567,                 0.3167,                 1.2885,                0.48621,               0.001118,               0.001118,               0.001118
                     34,                0.16805,                 1.1491,                0.92408,                0.17271,                   0.75,                0.32567,                0.32567,                0.34038,                  1.349,                0.50639,              0.0011139,              0.0011139,              0.0011139
                     35,                0.15557,                 1.1146,                0.95228,                0.20691,                      1,                 0.3864,                 0.3864,                0.26925,                 1.4104,                0.43737,              0.0011098,              0.0011098,              0.0011098
                     36,                0.15662,                 1.1487,                 0.9145,                0.26535,                      1,                0.50047,                0.50047,                 0.2693,                 1.5041,                0.39024,              0.0011056,              0.0011056,              0.0011056
                     37,                0.15184,                 1.1558,                 0.9525,                0.24312,                      1,                0.48506,                0.48506,                0.20495,                 1.4982,                0.31866,              0.0011015,              0.0011015,              0.0011015
                     38,                0.15514,                 1.1038,                0.92362,                0.32588,                0.97458,                0.40767,                0.40767,                0.19864,                 1.3634,                0.32643,              0.0010974,              0.0010974,              0.0010974
                     39,                0.15922,                 1.1697,                0.92832,                0.20395,                    0.7,                0.27363,                0.27363,                0.30661,                 1.3753,                0.49199,              0.0010933,              0.0010933,              0.0010933
                     40,                0.15624,                 1.1204,                0.93405,                0.43993,                    0.7,                0.23009,                0.23009,                0.31093,                 2.4869,                0.50915,              0.0010891,              0.0010891,              0.0010891
                     41,                0.14827,                 1.2108,                0.92655,                0.23684,                      1,                0.45346,                0.45346,                0.25179,                 1.1115,                 0.4071,               0.001085,               0.001085,               0.001085
                     42,                0.15336,                 1.1861,                0.93285,                0.23528,                      1,                0.52846,                0.52846,                0.24312,                 1.0634,                0.39165,              0.0010809,              0.0010809,              0.0010809
                     43,                0.16023,                  1.152,                  0.946,                  0.233,                      1,                0.48126,                0.48126,                 0.2598,                 1.1102,                0.41831,              0.0010768,              0.0010768,              0.0010768
                     44,                 0.1565,                 1.1127,                0.91519,                0.24891,                0.91385,                0.51903,                0.51903,                 0.2951,                 1.2951,                 0.4826,              0.0010726,              0.0010726,              0.0010726
                     45,                0.15102,                  1.129,                0.91416,                0.45132,                   0.75,                0.50199,                0.50199,                0.28855,                 1.2405,                0.48786,              0.0010685,              0.0010685,              0.0010685
                     46,                0.14118,                 1.1255,                0.93569,                0.23378,                      1,                 0.5233,                 0.5233,                0.19231,                  1.208,                0.33006,              0.0010644,              0.0010644,              0.0010644
                     47,                0.16542,                 1.1158,                0.92159,                0.24026,                      1,                0.47634,                0.47634,                0.15862,                 1.2389,                 0.2574,              0.0010603,              0.0010603,              0.0010603
                     48,                0.15617,                 1.1727,                0.92219,                0.23524,                      1,                0.44239,                0.44239,                0.15883,                   1.26,                0.24289,              0.0010561,              0.0010561,              0.0010561
                     49,                 0.1335,                 1.1987,                0.93456,                0.23908,                      1,                0.53536,                0.53536,                 0.1496,                 1.1036,                0.23502,               0.001052,               0.001052,               0.001052
                     50,                0.13256,                 1.1301,                0.93464,                0.23945,                      1,                0.51563,                0.51563,                0.12911,                 1.0746,                0.21603,              0.0010479,              0.0010479,              0.0010479
                     51,                  0.154,                 1.1251,                0.92645,                   0.25,                      1,                0.48579,                0.48579,                0.11307,                  1.122,                0.21077,              0.0010438,              0.0010438,              0.0010438
                     52,                0.13726,                  1.134,                0.93547,                0.81792,                    0.5,                0.54406,                0.54406,                0.22025,                 1.1547,                0.35384,              0.0010396,              0.0010396,              0.0010396
                     53,                0.13889,                 1.1316,                0.91132,                0.52639,                    0.5,                0.56879,                0.56879,                0.26498,                 1.1518,                 0.4225,              0.0010355,              0.0010355,              0.0010355
                     54,                0.14161,                 1.1387,                0.89558,                0.23438,                      1,                0.55069,                0.54838,                0.26584,                  1.137,                0.42998,              0.0010314,              0.0010314,              0.0010314
                     55,                0.13047,                 1.1639,                 0.9302,                0.78119,                    0.5,                 0.4208,                0.41785,                0.23374,                 1.0494,                0.36777,              0.0010273,              0.0010273,              0.0010273
                     56,                0.13384,                 1.0804,                0.92141,                0.79157,                0.47565,                 0.4208,                 0.4208,                0.23399,                 1.0014,                0.36132,              0.0010231,              0.0010231,              0.0010231
                     57,                0.12801,                 1.1429,                 0.9026,                0.24238,                      1,                0.41634,                0.41634,                0.27088,                 1.0441,                0.39038,               0.001019,               0.001019,               0.001019
                     58,                0.13177,                 1.1097,                0.89771,                0.24201,                      1,                0.41634,                0.41634,                0.26983,                 1.0742,                0.38094,              0.0010149,              0.0010149,              0.0010149
                     59,                 0.1318,                 1.0995,                0.90755,                0.24282,                      1,                0.41634,                0.41634,                0.24809,                 1.1107,                0.34949,              0.0010107,              0.0010107,              0.0010107
                     60,                0.13268,                 1.0964,                0.88376,                0.23011,                      1,                 0.4039,                 0.4039,                  0.202,                 1.0979,                0.29535,              0.0010066,              0.0010066,              0.0010066
                     61,                0.12273,                  1.139,                0.92056,                0.23065,                      1,                0.43686,                0.43686,                0.23598,                 1.1405,                0.34855,              0.0010025,              0.0010025,              0.0010025
