                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.37333,                 1.2927,                 1.1452,                0.23649,                      1,                0.48318,                0.48318,                0.15233,                 1.2186,                0.36762,             0.00092825,             0.00092825,             0.00092825
                     80,                0.37818,                 1.3184,                 1.1201,                0.23961,                      1,                0.41863,                0.41863,                0.12327,                 1.2257,                0.34465,             0.00092413,             0.00092413,             0.00092413
                     81,                0.40067,                 1.3238,                 1.1007,                 0.2328,                      1,                0.40434,                0.40434,                0.17389,                 1.2458,                0.36472,                0.00092,                0.00092,                0.00092
                     82,                0.35109,                 1.3236,                 1.1029,                0.23301,                      1,                 0.5109,                 0.5109,                0.21733,                 1.2227,                0.39455,             0.00091588,             0.00091588,             0.00091588
                     83,                0.40067,                 1.2999,                 1.1085,                0.23211,                      1,                0.46392,                0.46392,                0.32493,                 1.1605,                0.52496,             0.00091175,             0.00091175,             0.00091175
                     84,                0.38502,                 1.3114,                 1.1292,                0.23692,                      1,                 0.7375,                 0.7375,                0.29422,                 1.1861,                0.55859,             0.00090763,             0.00090763,             0.00090763
                     85,                0.36535,                 1.2587,                 1.0765,                0.23303,                      1,                 0.4554,                 0.4554,                0.22582,                  1.198,                0.47673,              0.0009035,              0.0009035,              0.0009035
                     86,                 0.3671,                 1.2657,                 1.0678,                0.23391,                      1,                  0.597,                  0.597,                0.26206,                  1.183,                0.50037,             0.00089938,             0.00089938,             0.00089938
                     87,                0.39975,                 1.3123,                 1.0711,                0.23309,                      1,                0.54725,                0.54725,                 0.2539,                 1.1701,                0.47582,             0.00089525,             0.00089525,             0.00089525
                     88,                0.38921,                 1.3166,                 1.0973,                0.23294,                      1,                0.50675,                0.50675,                 0.2247,                 1.1905,                0.42176,             0.00089112,             0.00089112,             0.00089112
                     89,                0.37565,                 1.3456,                 1.1202,                 0.2327,                      1,                0.51002,                0.51002,                0.16835,                 1.1826,                0.37821,               0.000887,               0.000887,               0.000887
                     90,                0.36658,                 1.2991,                 1.0774,                 0.2324,                      1,                0.43207,                0.43207,                0.15127,                 1.1795,                0.34493,             0.00088288,             0.00088288,             0.00088288
                     91,                0.33359,                 1.2865,                 1.0892,                0.23195,                      1,                 0.5047,                 0.5047,                0.13265,                 1.2498,                0.31264,             0.00087875,             0.00087875,             0.00087875
                     92,                0.31744,                 1.2443,                 1.1001,                0.23349,                      1,                0.63196,                0.63196,                0.20044,                 1.2332,                0.39005,             0.00087462,             0.00087462,             0.00087462
                     93,                0.35422,                  1.245,                 1.0811,                0.23395,                      1,                   0.64,                   0.64,                0.19548,                 1.2338,                0.39582,              0.0008705,              0.0008705,              0.0008705
                     94,                0.36853,                 1.2803,                 1.0792,                0.23383,                      1,                0.48458,                0.48458,                0.18774,                 1.2298,                 0.4019,             0.00086637,             0.00086637,             0.00086637
                     95,                0.31774,                 1.2678,                 1.0687,                0.23222,                      1,                0.38874,                0.38874,                0.16694,                 1.2164,                0.38866,             0.00086225,             0.00086225,             0.00086225
                     96,                0.33823,                 1.2831,                 1.1004,                0.23158,                      1,                0.39008,                0.39008,                 0.1647,                  1.243,                0.36362,             0.00085813,             0.00085813,             0.00085813
                     97,                0.33657,                 1.2956,                 1.0827,                0.23167,                      1,                0.41211,                0.41211,                0.17636,                 1.2109,                0.35383,               0.000854,               0.000854,               0.000854
                     98,                0.38038,                 1.3217,                 1.0914,                0.23183,                      1,                0.53199,                0.53199,                0.19469,                 1.2237,                0.36484,             0.00084988,             0.00084988,             0.00084988
                     99,                0.35351,                 1.2613,                 1.0627,                0.23275,                      1,                0.46357,                0.46357,                0.23753,                 1.1891,                0.40551,             0.00084575,             0.00084575,             0.00084575
                    100,                0.36955,                 1.2729,                 1.0816,                0.23206,                      1,                0.38328,                0.38328,                0.17398,                 1.3405,                0.30012,             0.00084162,             0.00084162,             0.00084162
                    101,                0.34478,                 1.2443,                 1.0769,                0.23184,                      1,                0.37999,                0.37999,                  0.139,                 1.3277,                0.29108,              0.0008375,              0.0008375,              0.0008375
                    102,                0.41315,                 1.2736,                 1.0866,                0.23217,                      1,                0.37503,                0.37503,                0.14935,                 1.2618,                0.30801,             0.00083337,             0.00083337,             0.00083337
                    103,                0.37307,                 1.2874,                  1.066,                0.22969,                      1,                0.66257,                0.66257,                0.22238,                 1.1899,                0.39227,             0.00082925,             0.00082925,             0.00082925
                    104,                0.33135,                 1.2636,                   1.08,                0.23515,                      1,                0.51778,                0.51778,                0.17432,                 1.1605,                0.37814,             0.00082513,             0.00082513,             0.00082513
                    105,                0.33772,                 1.2209,                 1.0586,                0.23283,                      1,                0.51162,                0.51162,                0.17218,                 1.1658,                0.35997,               0.000821,               0.000821,               0.000821
                    106,                0.35837,                  1.288,                 1.0823,                0.23664,                      1,                0.46482,                0.46482,                0.13608,                 1.2061,                0.33352,             0.00081688,             0.00081688,             0.00081688
                    107,                 0.3604,                 1.3249,                 1.0612,                   0.25,                      1,                 0.3694,                 0.3694,                0.11259,                 1.1832,                 0.3211,             0.00081275,             0.00081275,             0.00081275
                    108,                 0.3556,                 1.2598,                 1.0656,                0.23968,                      1,                0.41616,                0.41616,                0.15669,                 1.1761,                0.36177,             0.00080863,             0.00080863,             0.00080863
                    109,                0.29579,                 1.2334,                 1.0527,                0.23642,                      1,                0.42027,                0.42027,                0.17537,                 1.1971,                0.36032,              0.0008045,              0.0008045,              0.0008045
                    110,                0.32651,                 1.2454,                 1.0506,                0.23631,                      1,                0.38863,                0.38863,                0.18322,                 1.2124,                0.34579,             0.00080038,             0.00080038,             0.00080038
                    111,                0.30002,                 1.2531,                 1.0804,                0.23964,                      1,                0.59683,                0.59683,                0.13074,                 1.1865,                0.29451,             0.00079625,             0.00079625,             0.00079625
                    112,                 0.3047,                 1.2516,                 1.0417,                0.23963,                      1,                0.40215,                0.40215,                  0.137,                 1.1428,                 0.2968,             0.00079213,             0.00079213,             0.00079213
                    113,                0.26922,                 1.2448,                 1.0425,                0.23656,                      1,                0.41794,                0.41794,                 0.0984,                 1.1786,                0.27547,               0.000788,               0.000788,               0.000788
                    114,                0.30053,                 1.2582,                 1.0528,                 0.2328,                      1,                0.36653,                0.36653,                 0.1261,                 1.1707,                0.30062,             0.00078387,             0.00078387,             0.00078387
                    115,                0.30978,                  1.253,                  1.072,                0.23183,                      1,                0.36326,                0.36326,                0.14519,                 1.1615,                0.32059,             0.00077975,             0.00077975,             0.00077975
                    116,                 0.2899,                 1.2252,                 1.0372,                0.23184,                      1,                0.36586,                0.36586,                0.15012,                 1.1603,                0.30591,             0.00077563,             0.00077563,             0.00077563
                    117,                0.31335,                 1.2416,                 1.0742,                  0.232,                      1,                0.33906,                0.33906,                0.12443,                 1.1783,                 0.2821,              0.0007715,              0.0007715,              0.0007715
                    118,                0.34045,                 1.2604,                 1.0623,                0.23221,                      1,                0.40258,                0.40258,                0.12545,                  1.176,                0.27752,             0.00076738,             0.00076738,             0.00076738
                    119,                0.28526,                 1.2296,                 1.0453,                0.23203,                      1,                0.41888,                0.41888,                 0.1535,                 1.1656,                0.33184,             0.00076325,             0.00076325,             0.00076325
                    120,                0.27791,                 1.1988,                 1.0311,                0.23177,                      1,                0.44892,                0.44892,                0.14958,                 1.1594,                0.34773,             0.00075912,             0.00075912,             0.00075912
                    121,                0.29244,                 1.2486,                 1.0772,                0.23159,                      1,                0.39987,                0.39987,                0.14982,                 1.1476,                0.30962,               0.000755,               0.000755,               0.000755
                    122,                0.31528,                 1.2106,                 1.0296,                0.23172,                      1,                0.33755,                0.33755,                 0.1374,                 1.1386,                0.29071,             0.00075088,             0.00075088,             0.00075088
                    123,                 0.3065,                 1.2438,                 1.0831,                0.23192,                      1,                0.31145,                0.31145,                0.12462,                  1.139,                0.27548,             0.00074675,             0.00074675,             0.00074675
                    124,                0.29258,                 1.2591,                 1.0202,                 0.2397,                      1,                0.51217,                0.51217,                0.14783,                 1.1762,                0.28822,             0.00074263,             0.00074263,             0.00074263
                    125,                0.27252,                 1.1412,                 1.0368,                0.23968,                      1,                0.45835,                0.45835,                0.16056,                 1.1492,                0.31006,              0.0007385,              0.0007385,              0.0007385
                    126,                0.31031,                 1.2226,                 1.0302,                 0.2363,                      1,                0.40447,                0.40447,                0.16757,                 1.1454,                0.31425,             0.00073437,             0.00073437,             0.00073437
                    127,                0.25557,                 1.2082,                 1.0101,                 0.2319,                      1,                0.59694,                0.59694,                0.14601,                 1.1717,                0.29333,             0.00073025,             0.00073025,             0.00073025
                    128,                0.26942,                 1.2136,                 1.0578,                0.23179,                      1,                0.52749,                0.52749,                0.12435,                 1.1604,                0.26211,             0.00072612,             0.00072612,             0.00072612
                    129,                 0.2623,                 1.2012,                 1.0225,                0.23112,                      1,                0.46776,                0.46776,                 0.1483,                 1.1956,                0.26439,               0.000722,               0.000722,               0.000722
                    130,                0.28029,                 1.1785,                 1.0284,                0.23162,                      1,                 0.5519,                 0.5519,                 0.1157,                 1.1757,                0.24026,             0.00071788,             0.00071788,             0.00071788
                    131,                0.31334,                 1.2678,                 1.0446,                0.23642,                      1,                0.46857,                0.46857,                0.10984,                 1.1558,                0.23651,             0.00071375,             0.00071375,             0.00071375
                    132,                0.30805,                  1.234,                 1.0775,                0.23317,                      1,                 0.3004,                 0.3004,                 0.1705,                 1.1515,                 0.2886,             0.00070962,             0.00070962,             0.00070962
                    133,                0.27497,                 1.2108,                  1.026,                0.23213,                      1,                0.30076,                0.30076,                0.20763,                 1.1577,                0.33853,              0.0007055,              0.0007055,              0.0007055
                    134,                0.25079,                 1.1594,                 1.0394,                0.23229,                      1,                0.31291,                0.31291,                0.23373,                 1.1514,                0.36602,             0.00070137,             0.00070137,             0.00070137
